"id","item_number","description","cost","mode","type","active"
"5613","1X7CW/NUT","1 X 7 B7 CAD PLATED STUD BOLT",NULL,"CONSUMABLE","inventoryitem",True
"5614","2""""3/600FLEX-STX","GSKT FLEX 2"""" 3/600#",NULL,"CONSUMABLE","inventoryitem",True
"5615","2501-16-16","1""""JIC X 1""""NPT ELBOW",NULL,"CONSUMABLE","inventoryitem",True
"5616","2SLRSCH80PE","PIPE 2"""""""" SCH80",NULL,"CONSUMABLE","inventoryitem",True
"5617","3"" AEROQUIP","3"" AEROQUIP COUPLING ASSEMBLY",NULL,"CONSUMABLE","inventoryitem",True
"5618","4"""""""" 600 FLEXGSK","GASKET FLANGE FLEX 4""""""""600#",NULL,"CONSUMABLE","inventoryitem",True
"5619","4""""400FLEX","GASKET 4"""" FLEX",NULL,"CONSUMABLE","inventoryitem",True
"562","2-01-30043-R","VALVE  SUCT.  RBLT.  FE332","244.72","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"5620","5"" AEROQUIP","5"" AEROQUIP COUPLING ASSEMBLY",NULL,"CONSUMABLE","inventoryitem",True
"5621","6"" AEROQUIP",":_6"" AEROQUIP COUPLING ASSEMBL",NULL,"CONSUMABLE","inventoryitem",True
"5623","8-150FLEX","GASKET  8"""" 150 FLEX",NULL,"CONSUMABLE","inventoryitem",True
"5624","800141","VALVE, 2.5"" BRASS BALL VALVE 6",NULL,"CONSUMABLE","inventoryitem",True
"5625",": M-41-1800","FLANGE, PLT, 18""PIPE,150#, 1/2",NULL,"CONSUMABLE","inventoryitem",False
"5626","B1.1/2X1FS","1-1/2 X 1 HEX BUSHING",NULL,"CONSUMABLE","inventoryitem",True
"5627","B1.1/4X3/4FS","1-1/4 X 3/4 3/6000# FS THD HEX",NULL,"CONSUMABLE","inventoryitem",True
"5628","B2X1FS","2"""" X 1"""" 3/6000# HEX BUSHING",NULL,"CONSUMABLE","inventoryitem",True
"5629","B3/4X1/2FS","HEX BUSHING, 3/4 X 1/2 3/6000#",NULL,"CONSUMABLE","inventoryitem",True
"563","2-01-30380","GEMINI: DISCHARGE VALVE KIT","80","ENGINE PROGRAM","inventoryitem",True
"5630","BV2SHARP-CS","2"" BALL VLV",NULL,"CONSUMABLE","inventoryitem",True
"5631","BVBU100-2000","BALL VALVE  1""""  2000#",NULL,"CONSUMABLE","inventoryitem",True
"5632","F4-300WNX","4"" 300 CS RF WELDNECK FLANGE X",NULL,"CONSUMABLE","inventoryitem",True
"5633","F4-600WNX","4 600# WELDNECK FLANGE",NULL,"CONSUMABLE","inventoryitem",True
"5634","F6-150S","6 150# CS RF SLIP ON FLANGE A1",NULL,"CONSUMABLE","inventoryitem",True
"5635","FG0035","GASKET 1-1/2"""" 9/1500# 304SS S",NULL,"CONSUMABLE","inventoryitem",True
"5636","FG0039","GASKET 2"""" 3/4/600# 304SS SPIR",NULL,"CONSUMABLE","inventoryitem",True
"5637","FG0042","2 9/1500# SPIRAL WOUND GASKET",NULL,"CONSUMABLE","inventoryitem",True
"5638","FG0047","GASKET 3"""" 3/4/600# 304SS SPIR",NULL,"CONSUMABLE","inventoryitem",True
"5639","FG0053","GASKET 4"""" 150# 304SS SPIRAL W","5.5","CONSUMABLE","inventoryitem",True
"564","2-01-30388","GEMINI; SUCTION VALVE, CP/FE550, 5-3/4"", 77CT","235.26","CONSUMABLE","inventoryitem",True
"5640","FG0054","GASKET 4"""" 300# 304SS SPIRAL W",NULL,"CONSUMABLE","inventoryitem",True
"5641","FG0056","GASKET 4"""" 900# 304SS SPIRAL W",NULL,"CONSUMABLE","inventoryitem",True
"5642","FG0057","4"" 1500# SPIRAL WOUND GASKET",NULL,"CONSUMABLE","inventoryitem",True
"5643","FG0059","GASKET 6"""" 150# 304SS SPIRAL W",NULL,"CONSUMABLE","inventoryitem",True
"5644","FG0060","GASKET 6"""" 300# 304SS SPIRAL W",NULL,"CONSUMABLE","inventoryitem",True
"5645","FG0063","6""900 flex gasket",NULL,"CONSUMABLE","inventoryitem",True
"5646","FG0066","FLEX GASKET 8"" 150#",NULL,"CONSUMABLE","inventoryitem",True
"5647","FG0073","12 150# SPIRAL WOUND GASKET 30",NULL,"CONSUMABLE","inventoryitem",True
"5648","FG0074","10 300# SPIRAL WOUND GASKET",NULL,"CONSUMABLE","inventoryitem",True
"5649","FG0084","11/2"""" 600# SPIRAL WOUND FLEX",NULL,"CONSUMABLE","inventoryitem",True
"565","2-01-30389","GEMINI; CP DISCHARGE VALVE, 77CT, 5-1/2""","164.83","CONSUMABLE","inventoryitem",True
"5650","FG0209","6"" 150 SPIRAL WOUND FLEXITALLI",NULL,"CONSUMABLE","inventoryitem",True
"5651","FIG200-010","1"""" 2000# HAMMER UNION",NULL,"CONSUMABLE","inventoryitem",True
"5652","FS020530","ELBOW  90 DEG  1""""",NULL,"CONSUMABLE","inventoryitem",True
"5653","FS020545","TEE  1""""",NULL,"CONSUMABLE","inventoryitem",True
"5654","GAN4150R","GASKET 4"""" 150# FLANGE NON-ASB",NULL,"CONSUMABLE","inventoryitem",True
"5655","LP1S80SMLS","1"" PIPE, BY THE FOOT",NULL,"CONSUMABLE","inventoryitem",True
"5656","LP1S80SMLSDOM","1"" PIPE BY THE FOOT",NULL,"CONSUMABLE","inventoryitem",True
"5657","LP2S80SMLSDOM","2 XH .218 WALL 5.03# SMLS LINE",NULL,"CONSUMABLE","inventoryitem",True
"5658","M-47-FF-1800","NBG KIT,ANSI,18"",FIBER FULL FA",NULL,"CONSUMABLE","inventoryitem",True
"5659","M-55-M-1800","ELBOW,90Â°,MTRD,SR,18"",TANGENT",NULL,"CONSUMABLE","inventoryitem",True
"566","K-2-01-30396","GEMINI; SUCTION VALVE REAPIR K",NULL,"COMPRESSOR VALVE PROGRAM","inventoryitem",True
"5660","N1X2.1/2X","1X2-1/2 PIPE NIPPLE",NULL,"CONSUMABLE","inventoryitem",True
"5661","N1X2X","1"""" X 2"""" PIPE NIPPLE",NULL,"CONSUMABLE","inventoryitem",True
"5662","N1X3X","1X3 PIPE NIPPLE",NULL,"CONSUMABLE","inventoryitem",True
"5663","NK1000063C100","DRESSER COUPLING GASKETS 1""",NULL,"CONSUMABLE","inventoryitem",True
"5664","PLUG1FS","1"""" 3/6000# FS HEX PLUG",NULL,"CONSUMABLE","inventoryitem",True
"5665","PLUG3/4FS","HEX PLUG",NULL,"CONSUMABLE","inventoryitem",True
"5666","SPL-1/2FLEX","GASKET.1-1/2 600#  FLEXATILLIC",NULL,"CONSUMABLE","inventoryitem",True
"5667","T1.1/22MFS","1-1/2 2000# FS THD TEE A105",NULL,"CONSUMABLE","inventoryitem",True
"5668","U1.1/2FS","1-1/2 3000# FS THD HEX UNION A",NULL,"CONSUMABLE","inventoryitem",True
"5669","U1/2FS","1/2 3000# FS THD HEX UNION A10",NULL,"CONSUMABLE","inventoryitem",True
"567","2-01-50471-R","VALVE DISCHARGE REBUILT",NULL,"COMPRESSOR VALVE PROGRAM","inventoryitem",True
"5670","W1TOL","1X36-1/2 FS TOL A105",NULL,"CONSUMABLE","inventoryitem",True
"5671","W4X3RX","4X3 XH CONCENTRIC WELD REDCR",NULL,"CONSUMABLE","inventoryitem",True
"5672","12013","VALVE ASSY, 1/2"" IN LINE  VRG3",NULL,"CONSUMABLE","inventoryitem",True
"5673","12014","VALVE ASSEMBLY, 0.75"" INLINE 3","245","CONSUMABLE","inventoryitem",True
"5674","12028","O2 SENSOR","43.35","CONSUMABLE","inventoryitem",True
"5675","12056","EMIT LINEAR ACTUATE 3/4","145","CONSUMABLE","inventoryitem",True
"5676","12114","BUSHING 2.5 IN X 1.5 IN NPT","65","CONSUMABLE","inventoryitem",True
"5677","12118","VALVE ASSY, 1-1/2"" NPT X 2"" DR","528.57","CONSUMABLE","inventoryitem",True
"5678","13000-CEA","THERMOCOUPLE, TYPE K. 90Â° BEND",NULL,"CONSUMABLE","inventoryitem",True
"5679","13009","EMIT STANDARD NARROW BAND 02 S","58.5","CONSUMABLE","inventoryitem",True
"568","2-01-50478","GEMINI: SUCTION VALVE","250","CONSUMABLE","inventoryitem",True
"5680","13019","OXYGEN SENSOR (O2), 6 WIRE LEAN BURN; EXHAUST 3500",NULL,"CONSUMABLE","inventoryitem",True
"5681","13020","WELDMENT  O2 SENSOR  EMIT","5","CONSUMABLE","inventoryitem",True
"5682","13207","EMIT PRESSURE SENSOR--30"" HG (",NULL,"CONSUMABLE","inventoryitem",True
"5683","15002","EHARNESS  DIGITAL POWER VALVE","50","CONSUMABLE","inventoryitem",True
"5684","15072","DPV HARENSS, ARMORED 25Ã‚â‚¬â„¢ || AN","207.14","CONSUMABLE","inventoryitem",True
"5685","15073","NARROWBAND O2 HARNESS, ARMORED",NULL,"CONSUMABLE","inventoryitem",True
"5686","15074","HARNESS DIGITAL POWER VALVE 50","180","CONSUMABLE","inventoryitem",True
"5687","15075","HARNESS 02 SENSOR 50 FT. ARMOR","180","CONSUMABLE","inventoryitem",True
"5688","15508","HARNESS, GREY WIDEBAND OXYGEN","300","CONSUMABLE","inventoryitem",True
"5689","15511","POWER / COMM HARNESS 1 ft","6.35","CONSUMABLE","inventoryitem",True
"569","2-01-50479","VALVE DISCHARGE 5-1/8"""" CP/FE","436.57","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"5690","15703","OXYGEN SENSOR NARROWBAND O2 HA","50.45","CONSUMABLE","inventoryitem",True
"5691","15718","O2 SENSOR, BOSCH",NULL,"CONSUMABLE","inventoryitem",True
"5692","20011-0264","AFRC ACCESSORY PACK","1320","MAJOR COMPONENTS","inventoryitem",True
"5693","20200","INTEFACE MODULE 8â€? TOUCHSCREEN","1494.33","MAJOR COMPONENTS","inventoryitem",True
"5694","20230","EMIT AFRC ADV MODULE","2635","MAJOR COMPONENTS","inventoryitem",True
"5695","20320","ANNUNICATOR/ BRAIN MODULE FOR","1800","CONSUMABLE","inventoryitem",True
"5696","20350","EDT MODULE",NULL,"CONSUMABLE","inventoryitem",True
"5697","21006","O2 SENSOR, NGK","47.01","CONSUMABLE","inventoryitem",True
"5698","3RV2021-4NA15","SIEMENS MSP CIRCUIT BREAKER","170","CONSUMABLE","inventoryitem",True
"5699","425-161KIT","USE PN K-425-161 ( DO NOT USE )",NULL,"COMPRESSOR VALVE PROGRAM","inventoryitem",False
"57","05-060","SPRING",NULL,"CONSUMABLE","inventoryitem",True
"570","2-01-55141","GEMINI; CP SUCTION VALVE, 2ND STAGE, 9-1/2"" ","117.48","CONSUMABLE","inventoryitem",True
"5700","425-162KIT","3-3/4 GEMINI KIT",NULL,"CONSUMABLE","inventoryitem",True
"5701","425-165KIT","USE PN K-425-165 ( DO NOT USE )",NULL,"COMPRESSOR VALVE PROGRAM","inventoryitem",False
"5702","425-166KIT","USE PN K-425-166 ( DO NOT USE )",NULL,"CONSUMABLE","inventoryitem",False
"5703","691122-1","POWER SUPPLY","868.11",NULL,"inventoryitem",True
"5704","B-0056-AA","ARIEL VALVE D",NULL,"CONSUMABLE","inventoryitem",True
"5705","KB-0123-E","ARIEL VLV KIT 4"" D",NULL,"CONSUMABLE","inventoryitem",True
"5706","ST5484E-123-1110-00","SEISMIC VIBRATION TRASMITTER.","1000","CONSUMABLE","inventoryitem",True
"5707","AD-2216-R","ARIEL; JGE/K/T REMAN CRANKSHAF",NULL,"FRAME PROGRAM","inventoryitem",True
"5708","BRN-2150-C-15HF-TB0","3 way catalyst 21.5 round",NULL,"MAJOR COMPONENTS","inventoryitem",True
"5709","D-6140-R","ARIEL; 2 PUMP LUBE BOX, REMAN",NULL,"CONSUMABLE","inventoryitem",True
"571","2-01-55142","CP; DISCHARGE VALVE KIT, 148CH","123.16","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"5710","K-0038","PISTON, 11.5"" 2 PC PISTON & RO",NULL,"FRAME PROGRAM","inventoryitem",True
"5711","L55-375-PF","ARIEL; LUBRICATOR PUMP, 3/8"" D","235","CONSUMABLE","inventoryitem",True
"5712","10080621","SF GEN MODULE ASSY",NULL,"CONSUMABLE","inventoryitem",True
"5713","101062","BAR MAGNET 5-1/4""""","21","CONSUMABLE","inventoryitem",True
"5714","101065","ALTRONIC PICKUP COIL",NULL,"CONSUMABLE","inventoryitem",True
"5715","101114","HARNESS WIRE IGNITION 66' ALTRONIC","70.07","CONSUMABLE","inventoryitem",True
"5716","1012-4952-00","ADAPTER BOARD PROG CABLE",NULL,"CONSUMABLE","inventoryitem",True
"5717","110038","BRACKET PICKUP COIL","15.58","CONSUMABLE","inventoryitem",True
"5718","181002-X","ELECTRONIC BOX TYPE G2, VENT P","171.99","CONSUMABLE","inventoryitem",True
"5719","190003","MAGNETO","581.29","CONSUMABLE","inventoryitem",True
"572","2-03-30397","GEMINI; DISCHARGE VALVE, 79RX,",NULL,"CONSUMABLE","inventoryitem",True
"5720","191003-36","MODULE PICKUP","261","CONSUMABLE","inventoryitem",True
"5721","191003-72","MODULE PICKUP","140","CONSUMABLE","inventoryitem",True
"5722","20370","HMI, 12"": DYNAMIC CONTROL TOUC","4500","MAJOR COMPONENTS","inventoryitem",True
"5723","3540S-1-503L","POTENTIOMETER",NULL,"ENGINE PROGRAM","inventoryitem",True
"5724","DE3000","ALTRONIC: DISPLAY, ENGINE/COMPRESSOR MONITORING SYSTEM","1659.75","CONSUMABLE","inventoryitem",True
"5725","6060001","TURBO GASKET KIT ULB",NULL,"CONSUMABLE","inventoryitem",True
"5726","6060004","TURBO GASKET KIT J MODEL",NULL,"CONSUMABLE","inventoryitem",True
"5727","6080001R","TS 3500 ULB TURBO; CAT 20R-5365",NULL,"MAJOR COMPONENTS","inventoryitem",True
"5728","6080004R","TS 3500 J MODEL TURBO; CAT 20R-5276",NULL,"MAJOR COMPONENTS","inventoryitem",True
"5729","TS3884496R","TURBO SUPPLY: TURBOCHARGER CG137-12",NULL,"ENGINE PROGRAM","inventoryitem",True
"573","K-2-03-30397","GEMINI: DISCHARGE VALVE KIT","139.79","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"5730","TS449530-9006R","TURBO CART 0R-6968",NULL,"CONSUMABLE","inventoryitem",True
"5731","TS452670-9015R","TURBO CART CAT (10R-2793)",NULL,"MAJOR COMPONENTS","inventoryitem",True
"5732","TS466249-9004R","TURBO, EXCH,",NULL,NULL,"inventoryitem",True
"5733","TS481109-0012R","WASTEGATE TALE 3500 CAT# 20R-7167",NULL,"ENGINE PROGRAM","inventoryitem",True
"5734","TS481109-0014R","CAT BYPASS CG137-12 (145-3250)",NULL,"ENGINE PROGRAM","inventoryitem",True
"5735","TS481109-0015R","TURBO SUPPLY: CAT WASTEGATE, 259-1436, 610-3966, OR 11R-1403",NULL,"MAJOR COMPONENTS","inventoryitem",True
"5736","TS751657-9002R","3500TALE 1400RPM TURBO (CAT 10R-2843)",NULL,"ENGINE PROGRAM","inventoryitem",True
"5737","TS752602-9004R","TURBO",NULL,"MAJOR COMPONENTS","inventoryitem",True
"5738","TS758543-9001R","FULL TURBO 3516TALE",NULL,"MAJOR COMPONENTS","inventoryitem",True
"5739","128816","BEARING PILLAR BLOCK 2-3/16 ID",NULL,"CONSUMABLE","inventoryitem",True
"574","2-03-40057","GEMINI; SUCTION VALVE; 4 3/8","472.69","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"5740","25520","BEARING BCA","9.01","CONSUMABLE","inventoryitem",True
"5741","25584","BEARING BCA","29.93","CONSUMABLE","inventoryitem",True
"5742","99376","SPEEDI SLEAVE","35.46","CONSUMABLE","inventoryitem",True
"5743","BDOB99","BELT; PWER KING B99. (90"")",NULL,"CONSUMABLE","inventoryitem",True
"5744","D45-DF","SHIM PACK","2156.72","ENGINE PROGRAM","inventoryitem",True
"5745","DOD134196","BEARING; FAN/BLWR, 2-3/16""",NULL,"CONSUMABLE","inventoryitem",True
"5746","870000-0000","ORIFICE PLATE 2"" 1500 1/2""",NULL,"CONSUMABLE","inventoryitem",True
"5747","FG0093","13/4/600# SPIRAL WOUND GASKET",NULL,"CONSUMABLE","inventoryitem",True
"5748","C24918-10","1"" ADAPTER",NULL,"CONSUMABLE","inventoryitem",True
"5749","C25596","1"" V-DUST CAP",NULL,"CONSUMABLE","inventoryitem",True
"575","2-03-40057-R","GEMINI; SUCTION VALVE  4-3/8""; REMAN","112.98","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"5750","C26308","1/2"" M COUPLER",NULL,"CONSUMABLE","inventoryitem",True
"5751","C26309","1/2"" FM COUPLER",NULL,"CONSUMABLE","inventoryitem",True
"5752","R66999","MECO 1/4 REGULATOR (O-150) TYP",NULL,"CONSUMABLE","inventoryitem",True
"5753","R67036","USE# P05000203500000",NULL,"CONSUMABLE","inventoryitem",True
"5754","T73590","TUBING NUT",NULL,"CONSUMABLE","inventoryitem",True
"5755","T73594","TUBING NUT",NULL,"CONSUMABLE","inventoryitem",True
"5756","T73598","TUBING NUT",NULL,"CONSUMABLE","inventoryitem",True
"5757","T73608","TUBING FERRULE",NULL,"CONSUMABLE","inventoryitem",True
"5758","T73612","TUBING FERRULE",NULL,"CONSUMABLE","inventoryitem",True
"5759","T73616","TUBING FERRULE",NULL,"CONSUMABLE","inventoryitem",True
"576","2-03-40057K","USE PN K-2-03-40057 ( DO NOT USE )",NULL,"CONSUMABLE","inventoryitem",False
"5760","T73634-14","1/2 SS CAP",NULL,"CONSUMABLE","inventoryitem",True
"5761","T73634-20","3/8 SS CAP",NULL,"CONSUMABLE","inventoryitem",True
"5762","T73634-24","4T X 4MP STR",NULL,"CONSUMABLE","inventoryitem",True
"5763","T73634-34","4T X 4T UNION",NULL,"CONSUMABLE","inventoryitem",True
"5764","1R-0726","USE # P557500 !!DO NOT ORDER F","31.48","CONSUMABLE","inventoryitem",True
"5765","25-9540","BELT",NULL,"CONSUMABLE","inventoryitem",True
"5766","B76MPG","FILTER OIL","21.04","PM PARTS","inventoryitem",True
"5767","BD7309","HIGH VELOCITY DUAL-FLOW LUBE SPIN-ON","22.59","PM PARTS","inventoryitem",True
"5768","BF9800","FILTER. SPIN ON","10.04","PM PARTS","inventoryitem",True
"5769","BP158","V-BELT",NULL,"CONSUMABLE","inventoryitem",True
"577","2-03-40057KIT","USE PN K-2-03-40057 ( DO NOT USE )",NULL,"CONSUMABLE","inventoryitem",False
"5770","BT347","OIL FILTER/ SPIN ON","9.71","PM PARTS","inventoryitem",True
"5771","BT389","OIL FILTER","27.42","PM PARTS","inventoryitem",True
"5772","BT8903","HYDRAULIC SPIN-ON","5.24","PM PARTS","inventoryitem",True
"5773","BW5071","COOLANT SPIN-ON WITH BTA PLUS FORMULA","9.44","PM PARTS","inventoryitem",True
"5774","BW5140","COOLANT FILTER WC4","10.43","PM PARTS","inventoryitem",True
"5775","C-168","BELT",NULL,"CONSUMABLE","inventoryitem",True
"5776","CP195","BELT",NULL,"CONSUMABLE","inventoryitem",True
"5777","CX150","V-BELT: 7/8"" WIDTH X 154"" LENGTH",NULL,"CONSUMABLE","inventoryitem",True
"5778","LF9009","FILTER","9.06","PM PARTS","inventoryitem",True
"5779","P124866","FILTER, AIR - SAFEETY","65.48","PM PARTS","inventoryitem",True
"578","2-103505","BLOCK DIVIDER MC2 12T  LINCOLN","79.66","CONSUMABLE","inventoryitem",True
"5780","P550086","OIL SWEETNER  DONALDSON","19.52","PM PARTS","inventoryitem",True
"5781","P552075","FILTER",NULL,"PM PARTS","inventoryitem",True
"5782","P552076","FILTER BAL# BW5076","17.12","PM PARTS","inventoryitem",True
"5783","P557500","FILTER OIL DONALDSON P7003","29.13","PM PARTS","inventoryitem",True
"5784","PA2418FN","FILTER AIR BALDWIN.VRG330","26.23","PM PARTS","inventoryitem",True
"5785","RC12YC","CHAMPION SPARK PLU","1.64","CONSUMABLE","inventoryitem",True
"5786","RC78PYP","SPARK PLUG","16.11","PM PARTS","inventoryitem",True
"5787","RL82C","CHAMPION SPARK PLU","1.76","CONSUMABLE","inventoryitem",True
"5788","RN79G","SPARK PLUG CHAMPION   (CAN USE","33.38","PM PARTS","inventoryitem",True
"5789","RS3536","RADIAL SEAL OUTER AIR ELEMENT","30.92","PM PARTS","inventoryitem",True
"579","2-103506","BLOCK DIVIDER MC2 18T  LINCOLN","80.3","CONSUMABLE","inventoryitem",True
"5790","RS4992","AIR FILTER 855","37.1","PM PARTS","inventoryitem",True
"5791","RS5329","AIR FILTER","12.97","PM PARTS","inventoryitem",True
"5792","1-4375SHAFT","SHAFT 1-7/16""",NULL,"CONSUMABLE","inventoryitem",True
"5793","16S","DIVIDER VALVE",NULL,"CONSUMABLE","inventoryitem",True
"5794","16T","16T DIVIDER BLOCK","101.75","CONSUMABLE","inventoryitem",True
"5795","332-FTCM-GROMMET","RADIATOR GROMMET",NULL,"CONSUMABLE","inventoryitem",True
"5796","48T-FS2-SL-NC","CHECK VALVE 1/2""""","55","CONSUMABLE","inventoryitem",True
"5797","5579E","CLUTCH PLATE 11""",NULL,"CONSUMABLE","inventoryitem",True
"5798","58B-T","LINKBELT B SERIES",NULL,"CONSUMABLE","inventoryitem",True
"5799","67980-31150","KUBOTA STARTER",NULL,"ENGINE PROGRAM","inventoryitem",True
"58","05-062","Please update",NULL,NULL,"inventoryitem",False
"580","2-104732","7.5"""" 2PC COMBO RDR","66.45","CONSUMABLE","inventoryitem",True
"5800","76-96","C-96 PISTON ASSEMBLY",NULL,"ENGINE PROGRAM","inventoryitem",True
"5801","810","WATERPUMP PEERLESS DPC140",NULL,"ENGINE PROGRAM","inventoryitem",True
"5802","827-014-000","ADJUSTER ARM","16.96","CONSUMABLE","inventoryitem",True
"5803","992111","SPEEDI-SLEEVE FRONT CRANKS SEL","8.78","CONSUMABLE","inventoryitem",True
"5804","994511","SLEEVE  REAR","19.66","CONSUMABLE","inventoryitem",True
"5805","A3224B","AJAX 8.5X10 PILOT","241.49","CONSUMABLE","inventoryitem",True
"5806","A495","GASKET",NULL,"CONSUMABLE","inventoryitem",True
"5807","AJAXGOV","4 BOLT GOVERNOR","900","CONSUMABLE","inventoryitem",True
"5808","BM-1757A","1/4"""" AJAX PTCK VLV","7.76","CONSUMABLE","inventoryitem",True
"5809","C-107","CLUTCH C46 7""",NULL,"ENGINE PROGRAM","inventoryitem",True
"581","2-105417","FILTER HEAD W/O VI","643.25","PM PARTS","inventoryitem",True
"5810","CP6661","WATER PUMP 8.3 CUMMINS",NULL,"CONSUMABLE","inventoryitem",True
"5811","FA350","AIR FILTER",NULL,"PM PARTS","inventoryitem",True
"5812","K6241","GASKET DPC 140",NULL,"CONSUMABLE","inventoryitem",True
"5813","SP-114-AJAX","CLUTCH 14"" AJAX","1973.56","ENGINE PROGRAM","inventoryitem",True
"5814","SP111-HP-3","CLUTCH 11"" SINGLE C-106","832.59","ENGINE PROGRAM","inventoryitem",True
"5815","SP111HP3NP","11"" CLUTCH PILOTLESS",NULL,"ENGINE PROGRAM","inventoryitem",True
"5816","K-VRC26815","ARROW; SUCTION VALVE KIT; 7.5-8"" CYL",NULL,"COMPRESSOR VALVE PROGRAM","inventoryitem",True
"5817","K-VRC26825","ARROW; DISCHARGE VALVE KIT; 7.5-8"" CYL",NULL,"COMPRESSOR VALVE PROGRAM","inventoryitem",True
"5818","WTD-11-081","311 DRIVE RING",NULL,"ENGINE PROGRAM","inventoryitem",True
"5819","YAE-2086","8-1/2X10 FAN HUB AJAX","539.21","ENGINE PROGRAM","inventoryitem",True
"582","2-15/16SHAFT","SHAFT  COOLER  2-15/16""""X20""""",NULL,"CONSUMABLE","inventoryitem",True
"5820","YAE-5043-B","DPC 140 THROTTLE VALVE",NULL,"ENGINE PROGRAM","inventoryitem",True
"5821","K-YV-30","AJAX; VALVE KIT",NULL,"COMPRESSOR VALVE PROGRAM","inventoryitem",True
"5822","PRV-1X1-1100","PRV; 1"" INLET X 1"" OUTLET; THREADED; 1100 PSI","134.85","COMPRESSOR VALVE PROGRAM","inventoryitem",True
"5823","12"" 3/8","KEY STOCK",NULL,"CONSUMABLE","inventoryitem",True
"5824","130 PRV","( DO NOT USE) ",NULL,"COMPRESSOR VALVE PROGRAM","inventoryitem",False
"5825","162075","1/2"" SS TUBING",NULL,"CONSUMABLE","inventoryitem",True
"5826","162195","Please update",NULL,NULL,"inventoryitem",True
"5827","162305","1/4 X 1/4 SS HALF UNION",NULL,"CONSUMABLE","inventoryitem",True
"5828","162350","1/2X1/4 SS HALF UNION",NULL,"CONSUMABLE","inventoryitem",True
"5829","162360","1/2X1/2 SS HALF UNION",NULL,"CONSUMABLE","inventoryitem",True
"583","20-01-9030","1 WIRE ALT. WIRE A",NULL,"CONSUMABLE","inventoryitem",True
"5830","162430","1/2"" SS COMP UNION",NULL,"CONSUMABLE","inventoryitem",True
"5831","295175","2"" X 1"" STD BUSHING",NULL,"CONSUMABLE","inventoryitem",True
"5832","2B133","POWERBAND",NULL,"CONSUMABLE","inventoryitem",True
"5833","3/4H","3/4"" FILTER HOUSING",NULL,"PM PARTS","inventoryitem",True
"5834","3/8 KEY","3/8 KEY STOCK",NULL,"CONSUMABLE","inventoryitem",True
"5835","3/C255","POWERBAND; 3 GROOVE, C STYLE,",NULL,"ENGINE PROGRAM","inventoryitem",True
"5836","300120","1/2 X1/4 FS BUSHING",NULL,"CONSUMABLE","inventoryitem",True
"5837","300140","3/4X1/2 BUSHING",NULL,"CONSUMABLE","inventoryitem",True
"5838","4C210","POWERBAND",NULL,"ENGINE PROGRAM","inventoryitem",True
"5839","4C315","BELT",NULL,"ENGINE PROGRAM","inventoryitem",True
"584","20-150-03","1/2""300 PSI BRZ WATER GAUGE VA",NULL,"CONSUMABLE","inventoryitem",True
"5840","544235","1"" HYD HOSE",NULL,"CONSUMABLE","inventoryitem",True
"5841","545640","ADAPTER FITTING",NULL,"CONSUMABLE","inventoryitem",True
"5842","545920","1"" X 3/4"" PIPE ADAPTER",NULL,"CONSUMABLE","inventoryitem",True
"5843","546665","1"" MP SWIVEL",NULL,"CONSUMABLE","inventoryitem",True
"5844","547600","FITTING, 16G X 16FJX",NULL,"CONSUMABLE","inventoryitem",True
"5845","549286","7/8 HYD HOSE",NULL,"CONSUMABLE","inventoryitem",True
"5846","590215","3-600 GSKT 1-1/2""",NULL,"CONSUMABLE","inventoryitem",True
"5847","590785","FLEX GSKT 1-1/2 300/600",NULL,"CONSUMABLE","inventoryitem",True
"5848","590790","FLEX GASKET 1-1/2 1500",NULL,"CONSUMABLE","inventoryitem",True
"5849","662145","1/2X1/2X2-1/2 THERMOWELL",NULL,"CONSUMABLE","inventoryitem",True
"585","20-48700029","PV450NV-02-CSA-EICS DISPLAY MO",NULL,"CONSUMABLE","inventoryitem",True
"5850","739115","1/4 THUMB SCREW VL","25.52","CONSUMABLE","inventoryitem",True
"5851","777110","1/2"""" GAUGE VLVE KT",NULL,"CONSUMABLE","inventoryitem",True
