"status","unit_number","customer","location","county","state","engine","engine_family","engine_serial_num","afr","catalyst","catalyst_mm","oem_hp","nova_hp","engine_rpm","frame_rpm","compressor_frame","compressor_frame_family","compressor_frame_sn","stages","cylinder_size","package_mfg_date","engine_mfg_date","zero_hour_date","compressor_frame_rebuild","top_end","oil_provider","telemetry","coordinates","trailer_unit","unit_set_date","billing_start_date","billing_end_date","last_billing_date","on_off_contract","mtm_last_price_increase","salesperson","contract_type_tax","contract_type_oil","monthly_rate","recurring_discount","sales_tax","ad_valorem_heit","net_revenue","day_rate","origin","acq_eff_date","owned_leased","operational_region","finance_region","unit_profile_update_date","financial_sku","oem_hp_tranche","bd_comments","ops_comments","set_week","release_week"
"RENTED","8339","TGNR TVL LLC","TL MCCRARY 14-4","LINCOLN","LA","CATERPILLAR - G3304NA","G3304NA","37Y01410",NULL,"NO",NULL,"95","80","1800",NULL,"GEMINI - MPD","MPD","C2108","1","2.5 X 2.5","1989-03-01 00:00:00","1988-11-23 00:00:00","2020-09-24 00:00:00","2019-08-05 00:00:00","2020-09-24 00:00:00","ATLAS",NULL,"32.630676,-92.750931","NO",NULL,"2022-09-01 00:00:00","2023-08-31 00:00:00",NULL,"OFF","REVIEW FOR INCREASE","DONNIS LEWIS","RENTAL","WET","1944","0","0","0","1944","N","MUSTANG GAS COMPRESSION",NULL,"OWNED","EAST TEXAS","EAST TEXAS",NULL,"G3304NA-MPD-1","0-100",NULL,NULL,NULL,NULL
"RENTED","8341","WOODBINE PRODUCTION","105-5H","MADISON","TX","CATERPILLAR - G3306NA","G3306NA","07Y08930",NULL,"NO",NULL,"145","130","1800",NULL,"GEMINI - MPD","MPD","C2658","3","8.0 X 5.0 X 3.0","1989-03-01 00:00:00","2002-01-10 00:00:00","2022-10-14 19:09:00","2020-01-15 00:00:00","2022-10-14 19:09:00","ATLAS",NULL,"31.01130,-95.52189","NO",NULL,"2020-07-01 00:00:00","2021-07-01 00:00:00",NULL,"OFF","REVIEW FOR INCREASE","DONNIS LEWIS","RENTAL","WET","3073","0","0","0","3073","N","MUSTANG GAS COMPRESSION",NULL,"OWNED","SOUTH TEXAS","SOUTH TEXAS",NULL,"G3306NA-MPD-3","101-400",NULL,NULL,NULL,NULL
"RENTED","8348","DIVERSIFIED GAS AND OIL","HULS USA 13-11-19 2H","WASHITA","OK","ARROW - VRG330","VRG330","P-2572","NO","NO","NO","68",NULL,"1800","1800","GEMINI - MPD","MPD","C-2897","2","5.5 X 3.0","1989-04-01 00:00:00","2005-05-16 00:00:00","2022-02-09 00:00:00","2019-06-15 00:00:00","2022-02-09 00:00:00","ATLAS",NULL,"35.422116,-99.16255","NO",NULL,"2022-12-01 00:00:00","2023-12-31 00:00:00",NULL,"ON","ON CONTRACT","DONNIS LEWIS","RENTAL","WET","2200","0","0","26.59","2173.41","N","MUSTANG GAS COMPRESSION",NULL,"OWNED","MIDCON","MIDCON","2021-05-12 00:00:00","VRG330-MPD-2","0-100",NULL,NULL,NULL,NULL
"IDLE ON LOCATION","8350","SULPHUR RIVER EXPLORATION INC","BRANTLEY 3-5","HOPKINS","TX","CATERPILLAR - G3304NA","G3304NA","MISSING4","EMIT EDGE NG ","NO",NULL,"95","80","1800",NULL,"GEMINI - MPD","MPD","C2899","2","5.0 X 3.0","1989-04-01 00:00:00","1989-04-01 00:00:00","2020-02-05 00:00:00","2012-12-10 00:00:00","2020-02-05 00:00:00","ATLAS",NULL,"33.284954,-95.63089","NO",NULL,"2012-12-10 00:00:00","2013-06-10 00:00:00","2023-09-28 00:00:00","OFF","REVIEW FOR INCREASE","DONNIS LEWIS","RENTAL","WET","0","0","0","0","0","N","MUSTANG GAS COMPRESSION",NULL,"OWNED",NULL,NULL,NULL,"G3304NA-MPD-2","0-100",NULL,NULL,NULL,"WEEK 39"
"RENTED","8385","TGNR TVL LLC","MCCRARY 14-11 HC8","LINCOLN","LA","ARROW - VRG330","VRG330","50103",NULL,"NO",NULL,"68",NULL,NULL,NULL,"GEMINI - M302","M302","C2977","2","3.5 X 2.5","1989-06-01 00:00:00","1989-06-01 00:00:00","2021-05-30 13:33:00","2019-06-12 00:00:00","2021-05-30 13:33:00","ATLAS",NULL,"32.628052,-92.743378","NO",NULL,"2022-09-01 00:00:00","2023-08-31 00:00:00",NULL,"OFF","REVIEW FOR INCREASE","DONNIS LEWIS","RENTAL","WET","1889","0","0","0","1889","N","MUSTANG GAS COMPRESSION",NULL,"OWNED","EAST TEXAS","EAST TEXAS",NULL,"VRG330-M302-2","0-100",NULL,NULL,NULL,NULL
"IDLE ON LOCATION","8388","SYDRI OPERATING LLC","ALEXANDER","GREGG","TX","CATERPILLAR - G3304NA","G3304NA","37Y00865",NULL,"NO",NULL,"95","80","1800",NULL,"GEMINI - MPD","MPD","C2961","2","5.5 X 3.0","1989-06-01 00:00:00","1989-06-01 00:00:00","2021-10-15 00:00:00","2009-01-08 00:00:00","2021-10-15 00:00:00","ATLAS",NULL,NULL,"NO",NULL,"2009-01-08 00:00:00","2017-03-01 00:00:00","2023-04-30 00:00:00","OFF","REVIEW FOR INCREASE","DONNIS LEWIS","RENTAL","WET","0","0","0","0","0","N","MUSTANG GAS COMPRESSION",NULL,"OWNED",NULL,NULL,NULL,"G3304NA-MPD-2","0-100",NULL,NULL,NULL,"WEEK 18"
"RENTED","8402","NEW HORIZON RESOURCES LLC","WRIGHT #1 & #2","RUSK","TX","ARROW - VRG330","VRG330","399712",NULL,"NO",NULL,"68",NULL,NULL,NULL,"GEMINI - MPD","MPD","C2267","2","5.0 X 3.0","1989-07-01 00:00:00","1989-07-01 00:00:00","2023-05-11 00:00:00","2023-04-15 00:00:00","2023-05-11 00:00:00","ATLAS",NULL,"32.35519,-94.580345","NO",NULL,"2023-01-01 00:00:00","2023-12-31 00:00:00",NULL,"ON","ON CONTRACT","DONNIS LEWIS","RENTAL","WET","1850","0","0","0","1850","N","MUSTANG GAS COMPRESSION",NULL,"OWNED","EAST TEXAS","EAST TEXAS",NULL,"VRG330-MPD-2","0-100",NULL,NULL,NULL,NULL
"IDLE","9250",NULL,"KILGORE, TX YARD","RUSK","TX","WAUKESHA - F1197GU","F1197GU","289044",NULL,"NO",NULL,"150",NULL,NULL,NULL,"ARIEL - JG2","JG2","F1434","2","8.5 X 4.75","1985-06-01 00:00:00","1985-06-01 00:00:00","2021-10-15 00:00:00","2016-10-25 00:00:00","2021-10-15 00:00:00",NULL,NULL,"32.36522050, -94.88880885","NO",NULL,"2022-05-01 00:00:00","2023-05-01 00:00:00","2022-10-05 00:00:00","OFF","REVIEW FOR INCREASE",NULL,NULL,"WET","0","0","0","0","0","N","MUSTANG GAS COMPRESSION",NULL,"OWNED",NULL,NULL,NULL,"F1197GU-JG2-2","101-400",NULL,NULL,NULL,NULL
"RENTED","11609","PRESIDIO PETROLEUM","BEAVIN #1-24H & 2-24H","ROGER MILLS","OK","CATERPILLAR - G3406NA","G3406NA","4FD00693",NULL,"NO",NULL,"215","181","1800",NULL,"GEMINI - HPD","HPD","C4535","3","8.0 X 5.5 X 3.5","1994-06-01 00:00:00","1994-07-04 00:00:00","2022-05-27 00:00:00","2022-05-27 00:00:00","2022-05-27 00:00:00","ATLAS",NULL,"35.940781,-99.82476","NO",NULL,"2017-11-16 00:00:00","2020-01-29 00:00:00",NULL,"OFF","REVIEW FOR INCREASE","DONNIS LEWIS","RENTAL","WET","3963","0","0","0","3963","N","MUSTANG GAS COMPRESSION",NULL,"OWNED","MIDCON","MIDCON",NULL,"G3406NA-HPD-3","101-400",NULL,NULL,NULL,NULL
"RENTED","11815","T-C OIL COMPANY LLC","MEOC MELLON STATE UNIT","REFUGIO","TX","ARROW - VRG330","VRG330","P-1282",NULL,"NO",NULL,"68",NULL,NULL,NULL,"GEMINI - MPD","MPD",NULL,"2","5.0 X 2.5","1970-01-01 00:00:00",NULL,"2016-10-04 00:00:00","2019-07-10 00:00:00","2016-10-04 00:00:00","ATLAS",NULL,"28.15258,-97.12497","NO","2022-06-21 00:00:00","2022-07-05 00:00:00","2023-08-04 00:00:00",NULL,"OFF","REVIEW FOR INCREASE","DONNIS LEWIS","RENTAL","WET","2175","0","0","0","2175","N","MUSTANG GAS COMPRESSION",NULL,"OWNED","SOUTH TEXAS","SOUTH TEXAS",NULL,"VRG330-MPD-2","0-100",NULL,NULL,NULL,NULL
"IDLE","11833",NULL,"BUFFALO, TX YARD","LEON","TX","ARROW - VRG330","VRG330","400863",NULL,"NO",NULL,"68",NULL,NULL,NULL,"GEMINI - MPD","MPD","C5363","2","5.5 X 3.0","2000-01-01 00:00:00","2000-01-01 00:00:00","2020-06-05 00:00:00","2017-06-29 00:00:00","2020-06-05 00:00:00",NULL,NULL,"31.42570152, -96.09476219","NO",NULL,"2020-04-01 00:00:00","2021-03-31 00:00:00","2022-03-01 00:00:00","OFF","REVIEW FOR INCREASE",NULL,NULL,"WET","0","0","0","0","0","N","MUSTANG GAS COMPRESSION",NULL,"OWNED",NULL,NULL,NULL,"VRG330-MPD-2","0-100",NULL,NULL,NULL,NULL
"RENTED","52674","PRESIDIO PETROLEUM","BIVINS-LIT #62-001H","OLDHAM","TX","WAUKESHA - F1197GU","F1197GU","354881",NULL,"NO",NULL,"150",NULL,"1200",NULL,"ARIEL - JG2","JG2","F4005","3","8.875 X 6.125 X 3.375","2000-01-01 00:00:00","2000-01-01 00:00:00","2020-01-01 00:00:00","2020-06-11 00:00:00","2021-06-18 00:00:00","ATLAS",NULL,"35.550808,-102.17967","NO",NULL,"2020-07-26 00:00:00","2021-07-26 00:00:00",NULL,"OFF","REVIEW FOR INCREASE","DONNIS LEWIS","RENTAL","WET","3250","0","0","0","3250","N","MUSTANG GAS COMPRESSION",NULL,"OWNED","MIDCON","MIDCON",NULL,"F1197GU-JG2-3","101-400",NULL,NULL,NULL,NULL
"RENTED","60111","MINERAL VENTURES INC","J JOHNSON #1","OUACHITA","LA","CATERPILLAR - G3306NA","G3306NA","07Y03282",NULL,"NO",NULL,"145","130","1800",NULL,"ARIEL - JGM2","JGM2","F1736","3","6.5 X 4.75 X 3.0","1986-06-01 00:00:00","1990-04-04 00:00:00","2020-05-27 00:00:00","2012-02-16 00:00:00","2020-05-27 00:00:00","ATLAS",NULL,"32.494316,-92.156013","NO",NULL,"2012-02-16 00:00:00","2020-01-09 00:00:00",NULL,"OFF","REVIEW FOR INCREASE","DONNIS LEWIS","RENTAL","WET","2927","0","0","0","2927","N","MUSTANG GAS COMPRESSION",NULL,"OWNED","EAST TEXAS","EAST TEXAS",NULL,"G3306NA-JGM2-3","101-400",NULL,NULL,NULL,NULL
"RENTED","71001","TGNR TVL LLC","RUTLEDGE 3 #1 ALT","LINCOLN","LA","CATERPILLAR - G3306TA","G3306TA","G6X03553",NULL,"NO",NULL,"203","171","1800",NULL,"ARIEL - JGQ2","JGQ2","F-27805","3","7.5 X 6.125 X 3.5","2007-11-07 00:00:00","2007-09-25 00:00:00","2022-09-19 13:03:00","2016-06-14 00:00:00","2022-09-19 13:03:00","ATLAS",NULL,"32.29492,-92.759628","NO",NULL,"2022-09-01 00:00:00","2023-08-31 00:00:00",NULL,"OFF","REVIEW FOR INCREASE","DONNIS LEWIS","RENTAL","WET","3722","0","0","0","3722","N","MUSTANG GAS COMPRESSION",NULL,"OWNED","EAST TEXAS","EAST TEXAS",NULL,"G3306TA-JGQ2-3","101-400",NULL,NULL,NULL,NULL
"RENTED","71003","SYDRI OPERATING LLC","BENTON CP","RUSK","TX","CATERPILLAR - G3306TA","G3306TA","G6X03330",NULL,"NO",NULL,"203","171","1800",NULL,"ARIEL - JGQ2","JGQ2","F27802","3","7.5 X 6.5 X 3.5","1986-06-01 00:00:00","2007-07-20 00:00:00","2009-01-07 00:00:00","2009-01-07 00:00:00","2013-10-05 00:00:00","ATLAS",NULL,"32.375481,-94.641701","NO",NULL,"2023-09-01 00:00:00","2024-08-31 00:00:00",NULL,"ON","ON CONTRACT","DONNIS LEWIS","RENTAL","WET","4250","0","0","0","4250","N","MUSTANG GAS COMPRESSION",NULL,"OWNED","EAST TEXAS","EAST TEXAS",NULL,"G3306TA-JGQ2-3","101-400",NULL,NULL,NULL,NULL
"RENTED","81001","ARCADIA OPERATING LLC","SCHWAB FIELD","POLK","TX","CATERPILLAR - G398TA","G398TA","73B05199","ALTRONIC EPC-100E","YES","Maxim EAC4-470-8, 3-way Element PE-470 3","625","535","1200",NULL,"ARIEL - JGR4","JGR4","F-29503","3","11.5 (2) X 8.375 X 5.125","1986-12-01 00:00:00","1986-12-01 00:00:00","2021-01-19 08:18:00","2022-09-15 00:00:00","2023-03-31 00:00:00","ATLAS",NULL,"30.541727,-94.757904","NO",NULL,"2020-10-15 00:00:00","2022-10-15 00:00:00",NULL,"OFF","REVIEW FOR INCREASE","DONNIS LEWIS","RENTAL","WET","7425","0","0","0","7425","N","MUSTANG GAS COMPRESSION",NULL,"OWNED","EAST TEXAS","EAST TEXAS",NULL,"G398TA-JGR4-3","401-1000",NULL,NULL,NULL,NULL
"RENTED","81002","APACHE CORPORATION","WALKER FAMILY 1H & 3H","BRAZOS","TX","CATERPILLAR - G3406NA","G3406NA","4FDD411","CC AFR-1R","NO",NULL,"215","181","1800",NULL,"GEMINI - H302","H302","30023548","3","8.0 X 5.5 X 3.5","2008-01-08 00:00:00","2008-01-08 00:00:00","2023-10-27 00:00:00","2016-07-19 00:00:00","2023-10-27 00:00:00","ATLAS",NULL,"30.629007,-96.277924","NO",NULL,"2018-06-19 00:00:00","2020-02-20 00:00:00",NULL,"OFF","REVIEW FOR INCREASE","DONNIS LEWIS","RENTAL","WET","3963","0","0","0","3963","N","MUSTANG GAS COMPRESSION",NULL,"OWNED","SOUTH TEXAS","SOUTH TEXAS",NULL,"G3406NA-H302-3","101-400",NULL,NULL,NULL,NULL
"RENTED","81003","SYDRI OPERATING LLC","BENTON CP","RUSK","TX","CATERPILLAR - G3406NA","G3406NA","4FD03188","CC AFR-1R","NO",NULL,"215","181","1800","1800","GEMINI - H302","H302","300023542","3","8.0 X 5.5 X 3.5","2008-01-08 00:00:00","2008-01-08 00:00:00","2021-02-09 19:12:00","2023-03-15 00:00:00","2021-02-09 19:12:00","ATLAS",NULL,"32.1207190, -94.8545409","NO","2023-08-22 00:00:00","2023-08-25 00:00:00","2024-08-24 00:00:00",NULL,"ON","ON CONTRACT","DONNIS LEWIS","RENTAL","WET","4250","0","0","0","4250","N","MUSTANG GAS COMPRESSION",NULL,"OWNED","EAST TEXAS","EAST TEXAS","2022-03-01 00:00:00","G3406NA-H302-3","101-400",NULL,NULL,"WEEK 34",NULL
"RENTED","81004","AP OPERATING INC","KIRVIN FIELD SALES","FREESTONE","TX","CATERPILLAR - G3406NA","G3406NA","MISSING6","ALTRONIC EPC-110/120","NO",NULL,"215","181","1800",NULL,"GEMINI - H302","H302","30023538","3","7.5 X 5.5 X 3.5","2009-02-08 00:00:00","2009-02-08 00:00:00","2019-11-11 23:00:00","2019-03-15 00:00:00","2020-09-18 00:00:00","ATLAS","DETECHTION","31.75422,-96.31671","NO","2022-10-27 00:00:00","2022-10-28 00:00:00","2023-10-27 00:00:00",NULL,"OFF","REVIEW FOR INCREASE","DONNIS LEWIS","RENTAL","WET","4400","0","0","0","4400","N","MUSTANG GAS COMPRESSION",NULL,"OWNED","SOUTH TEXAS","SOUTH TEXAS",NULL,"G3406NA-H302-3","101-400",NULL,NULL,NULL,NULL
"RENTED","81005","ARCADIA OPERATING LLC","K1","POLK","TX","CATERPILLAR - G3306TA","G3306TA","MISSING7","CC AFR-1R","NO",NULL,"203","130","1800",NULL,"GEMINI - H302","H302","ASR00242","3","7.5 X 5.5 X 3.5","2008-01-08 00:00:00","2008-01-08 00:00:00","2021-09-25 00:00:00","2023-05-09 00:00:00","2021-09-25 00:00:00","ATLAS",NULL,"30.519515, -94.761880","NO",NULL,"2022-04-01 00:00:00","2023-04-01 00:00:00",NULL,"OFF","REVIEW FOR INCREASE","DONNIS LEWIS","RENTAL","WET","2950","0","0","0","2950","N","MUSTANG GAS COMPRESSION",NULL,"OWNED","EAST TEXAS","EAST TEXAS",NULL,"G3306TA-H302-3","101-400",NULL,NULL,NULL,NULL
"RENTED","81007","ROSE CITY RESOURCES LLC","WHITE BINION BROWN","UPSHUR","TX","CATERPILLAR - G3306NA","G3306NA","MISSING8","ALTRONIC EPC-100E","YES","Emit EAS-0800T-0404F-S1SEE","145","130","1800",NULL,"GEMINI - H302","H302","HSR-003305","3","7.5 X 5.5 X 3.5","2008-03-28 00:00:00","2008-03-28 00:00:00","2022-05-04 00:00:00","2016-11-01 00:00:00","2022-05-04 00:00:00","ATLAS",NULL,"32.677792,-95.00473","NO",NULL,"2023-07-01 00:00:00","2024-06-30 00:00:00",NULL,"ON","ON CONTRACT","DONNIS LEWIS","RENTAL","WET","3444","0","0","0","3444","N","MUSTANG GAS COMPRESSION",NULL,"OWNED","EAST TEXAS","EAST TEXAS",NULL,"G3306NA-H302-3","101-400",NULL,NULL,NULL,NULL
"RENTED","81009","HIBBARD ENERGY LP","BRADSHAW-MCSWAIN","SHELBY","TX","CATERPILLAR - G3306NA","G3306NA","77014462",NULL,"NO",NULL,"145","130","1800","1800","ARIEL - JGA2","JGA2","HSR-002761","3","7.5 X 5.5 X 3.5","2008-04-28 00:00:00","2008-04-28 00:00:00","2022-01-26 00:00:00","2020-06-20 00:00:00","2022-10-12 00:00:00","ATLAS",NULL,"31.673029, -94.247767","NO","2022-02-16 00:00:00","2022-02-16 00:00:00","2023-02-16 00:00:00",NULL,"OFF","REVIEW FOR INCREASE",NULL,"RENTAL","WET","2875","0","0","0","2875","N","MUSTANG GAS COMPRESSION",NULL,"OWNED","EAST TEXAS","EAST TEXAS","2022-02-22 00:00:00","G3306NA-JGA2-3","101-400",NULL,NULL,NULL,NULL
"RENTED","81010","CRATON OPERATING","BOSWELL #1","GREGG","TX","CATERPILLAR - G3406NA","G3406NA","4FD03227",NULL,"NO",NULL,"215","181","1800",NULL,"GEMINI - H302","H302","300023556","3","8.0 X 5.5 X 3.5","2008-05-28 00:00:00","2007-12-03 00:00:00","2021-10-15 00:00:00","2019-02-12 00:00:00","2021-10-15 00:00:00","ATLAS",NULL,"32.571373,-94.761711","NO",NULL,"2022-05-01 00:00:00","2023-05-01 00:00:00",NULL,"OFF","REVIEW FOR INCREASE","DONNIS LEWIS","RENTAL","WET","3556","0","0","0","3556","N","MUSTANG GAS COMPRESSION",NULL,"OWNED","EAST TEXAS","EAST TEXAS",NULL,"G3406NA-H302-3","101-400",NULL,NULL,NULL,NULL
"RENTED","81011","INEOS USA OIL & GAS LLC","SVEC #3","FAYETTE","TX","CATERPILLAR - G3306NA","G3306NA","G6X04079","ALTRNOIC","NO",NULL,"145","130","1800",NULL,"GEMINI - H302-2/2 OR 3","H302-2/2 OR 3","HSR-003850","2/3","8.0 X 5.5 X 3.5","2008-05-28 00:00:00","2008-05-28 00:00:00","2020-02-05 00:00:00","2020-02-11 00:00:00","2020-07-20 00:00:00","ATLAS",NULL,"31.319855,-95.813263","NO","2022-03-05 00:00:00","2022-03-05 00:00:00","2023-03-05 00:00:00",NULL,"OFF","REVIEW FOR INCREASE","DONNIS LEWIS","SERVICE","WET","3600","0","0","0","3600","N","MUSTANG GAS COMPRESSION",NULL,"OWNED","SOUTH TEXAS","SOUTH TEXAS",NULL,"G3306NA-H302-2/2 OR 3-2/3","101-400",NULL,NULL,NULL,NULL
"RENTED","81013","VALENCE OPERATING CO","BOYD","FREESTONE","TX","CATERPILLAR - G3306NA","G3306NA","MISSING9","AFR-1","NO",NULL,"145","130","1800",NULL,"GEMINI - H302","H302","HSR-002581","3","9.0 X 5.5 X 3.5","2008-01-08 00:00:00","2008-01-08 00:00:00","2019-08-31 16:18:00","2021-10-13 00:00:00","2021-11-07 00:00:00",NULL,NULL,"33.282036,-95.52639","NO","2023-01-17 00:00:00","2023-01-17 00:00:00","2024-04-01 00:00:00",NULL,"ON","ON CONTRACT","DONNIS LEWIS","RENTAL","WET","4024","0","0","0","4024","N","MUSTANG GAS COMPRESSION",NULL,"OWNED","SOUTH TEXAS","SOUTH TEXAS",NULL,"G3306NA-H302-3","101-400",NULL,NULL,"WEEK 3",NULL
"RENTED","81015","PRESIDIO PETROLEUM","BIVINS EAST #4-41H","POTTER","TX","CATERPILLAR - G3306NA","G3306NA","G6X02554","ALTRONIC EPC-120","NO",NULL,"145","130","1800",NULL,"GEMINI - H302","H302","HSR-003980","3","8.0 X 5.5 X 3.5","2008-08-28 00:00:00","2006-06-07 00:00:00","2020-06-11 00:00:00","2020-06-11 00:00:00","2023-01-13 00:00:00","ATLAS",NULL,"35.48851,-102.04692","NO",NULL,"2020-07-25 00:00:00","2021-07-25 00:00:00",NULL,"OFF","REVIEW FOR INCREASE","DONNIS LEWIS","RENTAL","WET","3250","0","0","0","3250","N","MUSTANG GAS COMPRESSION",NULL,"OWNED","MIDCON","MIDCON",NULL,"G3306NA-H302-3","101-400",NULL,NULL,NULL,NULL
"RENTED","81016","VALENCE OPERATING CO","DANIELS FACILITY","PANOLA","TX","CATERPILLAR - G3306NA","G3306NA","O7P02476","EPC-110","NO",NULL,"145","130","1800",NULL,"GEMINI - H302","H302","300016898","3","7.5 X 5.0 X 3.0","2008-05-08 00:00:00","2008-05-08 00:00:00","2022-08-09 00:00:00","2022-11-15 00:00:00","2022-08-09 00:00:00","ATLAS",NULL,"32.2018431, -94.4835702","NO","2023-08-01 00:00:00","2023-08-03 00:00:00","2024-08-02 00:00:00",NULL,"ON","ON CONTRACT","DONNIS LEWIS","RENTAL","WET","3875","0","0","0","3875","N","MUSTANG GAS COMPRESSION",NULL,"OWNED","EAST TEXAS","EAST TEXAS",NULL,"G3306NA-H302-3","101-400",NULL,NULL,"WEEK 31",NULL
"RENTED","81018","PRESIDIO PETROLEUM","BIVINS EAST #43-001H","POTTER","TX","CATERPILLAR - G3306NA","G3306NA","G6X04529","ALTRONIC EPC-110/120","NO",NULL,"145","130","1800",NULL,"GEMINI - H302","H302","HSR-003929","3","6.5 X 5.0 X 3.0","2008-08-08 00:00:00","2008-08-08 00:00:00","2013-08-16 13:57:00","2020-06-22 00:00:00","2023-02-10 00:00:00","ATLAS",NULL,"35.473915,-102.03341","NO",NULL,"2020-07-29 00:00:00","2021-07-29 00:00:00",NULL,"OFF","REVIEW FOR INCREASE","DONNIS LEWIS","RENTAL","WET","3250","0","0","0","3250","N","MUSTANG GAS COMPRESSION",NULL,"OWNED","MIDCON","MIDCON",NULL,"G3306NA-H302-3","101-400",NULL,NULL,NULL,NULL
"RENTED","81020","PRESIDIO PETROLEUM","BIVINS EAST #4-93H","POTTER","TX","CATERPILLAR - G3306NA","G3306NA","G6X04523","ALTRONIC EPC-110/120","NO",NULL,"145","130","1800",NULL,"GEMINI - H302","H302","HSR-003981","3","6.5 X 4.0 X 2.5","2008-09-08 00:00:00","2008-04-23 00:00:00","2020-11-05 00:00:00","2020-06-18 00:00:00","2022-12-09 00:00:00","ATLAS",NULL,"35.469093,-102.02558","NO",NULL,"2020-07-29 00:00:00","2021-07-29 00:00:00",NULL,"OFF","REVIEW FOR INCREASE","DONNIS LEWIS","RENTAL","WET","3250","0","0","0","3250","N","MUSTANG GAS COMPRESSION",NULL,"OWNED","MIDCON","MIDCON",NULL,"G3306NA-H302-3","101-400",NULL,NULL,NULL,NULL
"RENTED","81022","TGNR TVL LLC","LISBON GATHERING","CLAIBORNE","LA","CATERPILLAR - G3306NA","G3306NA","G6X04528","ALTRONIC EPC-110/120","NO",NULL,"145","130","1800",NULL,"GEMINI - H302","H302","HSR-004258","2","6.50 X 3.50","2008-11-08 00:00:00","2008-11-08 00:00:00","2016-06-16 19:18:00","2014-06-05 00:00:00","2021-12-03 00:00:00","ATLAS",NULL,"32.794262,-92.850754","NO",NULL,"2022-09-01 00:00:00","2023-08-31 00:00:00",NULL,"OFF","REVIEW FOR INCREASE","DONNIS LEWIS","RENTAL","WET","2722","0","0","0","2722","N","MUSTANG GAS COMPRESSION",NULL,"OWNED","EAST TEXAS","EAST TEXAS",NULL,"G3306NA-H302-2","101-400",NULL,NULL,NULL,NULL
"RENTED","88700","PRESIDIO PETROLEUM","BIVINS EAST 98-2H","POTTER","TX","CATERPILLAR - G342NA","G342NA","71B01891","EMIT/EDGE","NO",NULL,"225",NULL,NULL,NULL,"ARIEL - JG2","JG2","F4796","2","6.5 X 4.125","1984-04-01 00:00:00","1984-04-01 00:00:00","2020-06-24 00:00:00","2020-06-24 00:00:00","2020-06-24 00:00:00","ATLAS",NULL,"35.488678,-102.08599","NO",NULL,"2020-07-30 00:00:00","2021-07-30 00:00:00",NULL,"OFF","REVIEW FOR INCREASE","DONNIS LEWIS","RENTAL","WET","4329","0","0","0","4329","N","MUSTANG GAS COMPRESSION",NULL,"OWNED","MIDCON","MIDCON",NULL,"G342NA-JG2-2","101-400",NULL,NULL,NULL,NULL
"IDLE","88723",NULL,"KILGORE, TX YARD","RUSK","TX","CATERPILLAR - G3306NA","G3306NA","MISSING10",NULL,"NO",NULL,"145","130","1800",NULL,"ARIEL - JGM2","JGM2","F5554","2","5.125 X 3.0","2006-06-27 00:00:00","2006-06-27 00:00:00","2015-05-13 00:00:00","2015-10-05 00:00:00","2015-05-13 00:00:00",NULL,NULL,"32.36522050, -94.88880885","NO",NULL,"2019-01-29 00:00:00","2020-01-29 00:00:00","2022-02-15 00:00:00","OFF","REVIEW FOR INCREASE",NULL,NULL,"WET","0","0","0","0","0","N","MUSTANG GAS COMPRESSION",NULL,"OWNED",NULL,NULL,NULL,"G3306NA-JGM2-2","101-400",NULL,NULL,NULL,NULL
"RENTED","91008","VALENCE OPERATING CO","SIMS","FREESTONE","TX","ARROW - VRG330","VRG330","C-4605CCF","EMIT EDGE NG ","NO",NULL,"68",NULL,NULL,NULL,"ARROW - VRC2","VRC2","8050","3","5.0 X 4.0 X 2.5","2009-01-19 00:00:00","2009-01-19 00:00:00","2018-04-09 11:30:00","2015-11-12 00:00:00","2018-04-09 11:30:00","ATLAS",NULL,"32.499493,-92.766464","NO","2022-09-08 00:00:00","2023-09-08 00:00:00","2024-09-07 00:00:00",NULL,"ON","ON CONTRACT","DONNIS LEWIS","RENTAL","WET","2197","0","0","0","2197","N","MUSTANG GAS COMPRESSION",NULL,"OWNED","SOUTH TEXAS","SOUTH TEXAS",NULL,"VRG330-VRC2-3","0-100","CONTRACT RENEWS FOR 12-MONTHS EVERY YEAR UNLESS 30-DAY NOTICE GIVEN",NULL,NULL,NULL
"RENTED","101357","AMPLIFY ENERGY OPERATING LLC","REDLAND GATHERING","BOSSIER","LA","CATERPILLAR - G3306NA","G3306NA","G6X03076","ALTRONIC EPC-110/120","YES","Emit EAS-08001-0404F-S1SEE SN 71072-0006","145","130","1800",NULL,"ARIEL - JGP2","JGP2","F6552","2","6.5 X 3.625","2007-04-11 00:00:00","2007-04-11 00:00:00","2020-07-22 00:00:00","2020-07-23 00:00:00","2020-07-22 00:00:00","ATLAS",NULL,"32.97628,-93.632065","NO",NULL,"2014-05-19 00:00:00","2015-05-19 00:00:00",NULL,"OFF","REVIEW FOR INCREASE","DONNIS LEWIS","RENTAL","WET","3062","0","0","0","3062","N","MUSTANG GAS COMPRESSION",NULL,"OWNED","EAST TEXAS","EAST TEXAS",NULL,"G3306NA-JGP2-2","101-400",NULL,NULL,NULL,NULL
